subj1_trial4,subj2_trial4,subj3_trial4,subj4_trial4,subj5_trial4,subj6_trial4,subj7_trial4,subj8_trial4,subj9_trial4,subj10_trial4
0.610386638707574,0.0385785403078086,-1.04911821154206,0.28853866716531,-5.64559046818466,0.610528080467934,-2.46218698835381,0.509722341910422,-0.237704358759763,-0.619219374621718
0.730179018545489,0.324168309309985,-0.914775102804427,0.318797348030577,-10.5516016730999,0.469292571041713,-1.14103494629977,1.17621698719842,0.199647129643779,-0.535245734969364
0.796355172107623,0.552246089986779,-0.795994453003354,0.334007981212797,-14.4554391540708,0.338821630917172,-0.0275134145600544,1.71999045503843,0.687094593797986,-0.46945990748684
0.815685446342395,0.727688125853792,-0.688678641577982,0.338567419566878,-17.4259949519436,0.221079112001955,0.891910116862443,2.14954766883434,1.215274125905,-0.417568692100137
0.794940188206903,0.855370660421161,-0.588730047934665,0.336872515967598,-19.5321611075855,0.118028866195649,1.63076815801154,2.47339355200665,1.7748218181233,-0.375278888707266
0.740889744616315,0.94016993722543,-0.492051051638184,0.333320123193739,-20.8428296617606,0.031634745436771,2.2025932187054,2.70003302789562,2.3563737628224,-0.338297297341419
0.660304462679487,0.986962199681151,-0.39454403152146,0.332307094467532,-21.4268926557107,-0.0361393985160073,2.62091780980469,2.83797102021205,2.95056605139685,-0.302330717411307
0.559954688642543,1.00062369174626,-0.29211136967731,0.338230281035975,-21.3532421285501,-0.0833297131029329,2.89927443752639,2.8957124510164,3.54803477958398,-0.263085951107252
0.446610772493653,0.986030655021796,-0.180655434058975,0.355486542713506,-20.6907701286197,-0.10797234923889,3.0511956282292,2.88176224952722,4.13941602428455,-0.216269788554528
0.327043048306972,0.948059341132153,-0.0560786527518655,0.388472702879325,-19.5083686650221,-0.10810344306197,3.09021382261398,2.80462531452161,4.71534594250679,-0.157589071188105
0.208021916817385,0.891585959715745,0.0857167980406428,0.441585737532807,-17.8749299112229,-0.0817591926074062,3.02986182018579,2.67280667228993,5.26646035570407,-0.0827504255165694
0.0963175028627036,0.821486894183662,0.248827699619561,0.519221991005152,-15.8593453604168,-0.026975539728994,2.88367093542188,2.49481082136751,5.78339647413267,0.0125386324088524
-0.0012989379035788,0.742637815707206,0.437355106148887,0.625780396637567,-13.5305092940161,0.0582105237119939,2.66517856946337,2.27914442339216,6.25678581578068,0.132574232493592
-0.078060747436653,0.65991729124334,0.655382699419498,0.765649361515671,-10.9573046572502,0.175766274917373,2.38789737662571,2.03430534537788,6.67728304194945,0.281637681111497
-0.127182701515843,0.578192193916527,0.907064314764379,0.943259800107911,-8.20866017339988,0.327641751653973,2.06543994446098,1.76882696900352,7.03544935604672,0.464070145384277
-0.141954117032339,0.502376346275971,1.19627212892042,1.16287196451255,-5.35332077200825,0.515856206084778,1.71101763979484,1.49110008855549,7.32222118443138,0.683972458250957
-0.0767883151864845,0.417111558110913,1.65405496148286,1.51374825125023,-2.55907896095639,0.717407511870181,1.50054519601601,1.26390492596816,7.35588278181898,1.06186342390891
0.0661948472486043,0.351454160915013,2.17411983433144,1.96299569890245,0.105254117955379,0.986579878161038,1.22218486293017,1.0067409507739,7.26770724550485,1.53562880809528
0.297059415985651,0.319309872447332,2.76368278081552,2.51289729612816,2.51658386249593,1.33242899750662,0.901737837988303,0.753561249944226,7.07286637357657,2.10007653461377
