subj7_trial1,subj7_trial2,subj7_trial3,subj7_trial4,subj7_trial5,subj7_trial6,subj7_trial7,subj7_trial8,subj7_trial9,subj7_trial10,subj7_trial11,subj7_trial12,subj7_trial13,subj7_trial14,subj7_trial15,subj7_trial16,subj7_trial18,subj7_trial19,subj7_trial20,subj7_trial21,subj7_trial22,subj7_trial23,subj7_trial24,subj7_trial25,subj7_trial26,subj7_trial27,subj7_trial28,subj7_trial29,subj7_trial30,subj7_trial31,subj7_trial32,subj7_trial33
7.65209232376974,0.355111014673826,-13.3421252659166,-18.483128029509,-4.1557616289601,11.7459523829334,-19.5863407072278,1.71927079803278,0.0640761259070151,6.98387276198866,1.48415473421733,-3.17131031184478,11.1568442421066,0.0764061681224415,-11.065494781176,-12.8015588682936,-14.0385314857162,0.0455568394630529,5.06341169295402,0.0907384762241686,7.60072964632328,0.602054950651477,6.53143038605507,-12.7525621969948,7.96471634989774,-3.06592821312825,0.500601430353271,1.96690348408751,0.604566415089541,5.0384423736385,-9.63164544689777,0.237015877965744
7.08635044274323,0.360320863714805,-12.7926580989339,-18.3969613657091,-5.55486612328998,11.3667897331739,-19.5939275025797,4.09513547702778,1.13975297267015,7.42814457572307,1.01598908592783,-4.07603554242565,10.3479936711391,0.216535585216214,-10.1944433343868,-12.1652511489316,-12.1520548203461,0.171878106320522,5.27297885639357,0.0722095979918953,6.30714946996912,0.989940229174235,6.44470782144434,-12.6423222114414,7.78583005997281,-4.9205717967313,0.514200116199732,1.36734462544796,0.397798279345341,5.23362837051534,-9.29795071071466,0.230712579103283
6.32619082978974,0.37541306549194,-12.1260091613414,-17.9527120350099,-6.92293521735424,10.574746338633,-19.1674734236011,6.34845676750257,2.11870585475674,7.80188978082501,0.634028076876091,-5.0016247062476,9.21289720799228,0.374563758510604,-9.20745463996905,-11.3652582256331,-9.98126148209864,0.288284016388525,5.38702525672648,0.056579921119944,4.95615034352458,1.31157379092053,6.19924783686339,-12.3890645962867,7.38275604463413,-6.75066903167602,0.528525623206633,0.679294784137678,0.327675287915238,5.33387466822975,-8.9092504335072,0.227603874516393
5.43039870987011,0.401023189730624,-11.3442350324392,-17.1552626872865,-8.23297724813521,9.45496276470627,-18.3107684785857,8.37814302428888,2.99723648962348,8.10031761072982,0.348893985798871,-5.93199500801924,7.83789400147778,0.552141789830473,-8.09043350045934,-10.3809726872728,-7.58773824407567,0.385427426923399,5.39946955998037,0.0520602004043947,3.61072348761483,1.5591313116895,5.80008762168959,-12.0041385087704,6.74276187931895,-8.51780134497721,0.542482360828749,-0.0886182057323396,0.37361182470511,5.33044891053961,-8.46205562691862,0.232503254310589
4.46180004254538,0.437868149881147,-10.4391009698678,-16.0226694337848,-9.4571047200042,8.12032952059775,-17.0348347611597,10.0849340571646,3.77752126758967,8.31284530368854,0.151951421122647,-6.84883599772687,6.32081192041836,0.754698180630963,-6.82978810910031,-9.19291705479242,-5.04930504931357,0.455508153258121,5.30677807221499,0.0645061927218582,2.31325473491555,1.71747967571915,5.24881924993685,-11.4902536498093,5.85739250697246,-10.1864566740972,0.556006439870147,-0.921618272142591,0.503187355950825,5.22038650625661,-7.95270646975422,0.244939147298958
3.47897132902782,0.484625627833249,-9.39524895332246,-14.5817097024732,-10.5645285751089,6.68238177186563,-15.3599934241449,11.3855329215536,4.46121970746767,8.42636717279813,0.0208164537136628,-7.73230398666233,4.75360090874951,0.990672717096929,-5.41629873668771,-7.79286257555931,-2.45925979068996,0.4943245416338,5.10454506090286,0.0901905747253844,1.09287794064907,1.77799546781664,4.54891061289016,-10.8422726043483,4.72929557445024,-11.7208603529423,0.574514869143972,-1.8029408390597,0.673068777403975,5.00147506769985,-7.37970625227044,0.260890694746598
2.52847497350463,0.539333923327984,-8.19914879344192,-12.8602448014899,-11.524969519084,5.22755623958353,-13.3166875736559,12.2200111795529,5.04917420693333,8.42730518810236,-0.0663732104606386,-8.56046555922127,3.20556354493511,1.26448603209666,-3.85272364615498,-6.19004724856314,0.0789972173867315,0.503039716132024,4.78485720904321,0.11926127247226,-0.0241025606680823,1.74912294783449,3.70916638993935,-10.0486286756429,3.37568457629831,-13.0872314425988,0.606244551124039,-2.71808249798341,0.837134774020915,4.67039107128975,-6.74141381045221,0.274876212420229
1.64250213680068,0.603447369668055,-6.85103030682841,-10.8869698544591,-12.3169813837549,3.81148694637849,-10.9471326614411,12.5529265609292,5.5430443994743,8.30332905271095,-0.120414668014758,-9.31120875348526,1.72043706811789,1.57363194679286,-2.15838744648332,-4.40997370879793,2.46333933316193,0.485652980101319,4.33703736084733,0.145195280096914,-1.00925990801686,1.64684235553426,2.73919433480814,-9.09411105102887,1.82579117062999,-14.25650820531,0.656279195579657,-3.65445481695594,0.957265240186768,4.22507391171024,-6.03147806697243,0.284648878826259
0.842445875423903,0.681789168250881,-5.36114198832126,-8.69569750703267,-12.9300280454316,2.4669363126325,-8.30696709647429,12.3808103586257,5.94545486493411,8.04593485139744,-0.143996618541564,-9.96373701217479,0.330658370768169,1.91067215873068,-0.365597861924524,-2.49123799846701,4.60571420533225,0.446925392329524,3.75358141912712,0.166821531267757,-1.83267376110758,1.48296663852207,1.65116942429786,-7.96643845832166,0.11672840833015,-15.2019939095686,0.72945667226888,-4.59897772957742,1.01251678379053,3.66623946739362,-5.23801918765471,0.290500959182685
0.143072164605552,0.781158120249421,-3.73408235149291,-6.32829744142098,-13.3598874406287,1.21585960630634,-5.46692194559552,11.7385582580482,6.26024274155539,7.64936432726404,-0.141542211104837,-10.4981042707617,-0.931376364656519,2.26433312645088,1.48771105296024,-0.482440919075221,6.43638959569141,0.394573373733492,3.0341379273387,0.182485494047375,-2.46584516575663,1.26860437964652,0.463473184978756,-6.66017562814597,-1.71184690357908,-15.8980882919245,0.832499103830261,-5.53645206598667,0.999163877204468,2.99775625379069,-4.34760855387491,0.289108498955026
