Trial,Time_s,Predicted_RY_Moment
2,5.49,-0.387673050165176
2,5.5,-0.388350456953049
2,5.51,-0.389348059892654
2,5.52,-0.3906469643116
2,5.53,-0.39238315820694
2,5.54,-0.394781500101089
2,5.55,-0.39837172627449
2,5.56,-0.405091106891632
2,5.57,-0.417312055826187
2,5.58,-0.433787435293198
2,5.59,-0.450689613819122
2,5.6,-0.466199517250061
2,5.61,-0.48110020160675
2,5.62,-0.495130985975266
2,5.63,-0.50499564409256
2,5.64,-0.505381405353546
2,5.65,-0.496408969163895
2,5.66,-0.490568041801453
2,5.67,-0.492652207612991
2,5.68,-0.499752461910248
2,5.69,-0.510979294776917
2,5.7,-0.527294516563416
2,5.71,-0.547699928283691
2,5.72,-0.568793535232544
2,5.73,-0.587448239326477
2,5.74,-0.595728993415833
2,5.75,-0.588377296924591
2,5.76,-0.569716811180115
2,5.77,-0.549231052398682
2,5.78,-0.53140264749527
2,5.79,-0.513831317424774
2,5.8,-0.493903458118439
2,5.81,-0.469572752714157
2,5.82,-0.413201779127121
2,5.83,-0.301583409309387
2,5.84,-0.234417855739594
2,5.85,-0.166868388652802
2,5.86,-0.0942685455083847
2,5.87,-0.0592336468398571
2,5.88,-0.0420403853058815
2,5.89,-0.028884407132864
2,5.9,-0.0176704991608858
2,5.91,-0.00943646393716335
2,5.92,-0.00444458052515984
2,5.93,-0.00173637445550412
2,5.94,0.000411392073146999
2,5.95,0.00362926255911589
2,5.96,0.0078599713742733
2,5.97,0.0116232763975859
2,5.98,0.0141928615048528
2,5.99,0.0156592819839716
2,6,0.0166236739605665
2,6.01,0.0177989546209574
2,6.02,0.0191079322248697
2,6.03,0.0201803278177977
2,6.04,0.0203491467982531
2,6.05,0.019197266548872
2,6.06,0.0172451194375753
2,6.07,0.0152332643046975
2,6.08,0.013755046762526
2,6.09,0.0130528556182981
2,6.1,0.0125408628955483
2,6.11,0.0105143850669265
2,6.12,0.00514752697199583
2,6.13,-0.00283480552025139
2,6.14,-0.00930658541619778
2,6.15,-0.0110867451876402
2,6.16,-0.00884223729372025
2,6.17,-0.00637145480141044
2,6.18,-0.00583712803199887
2,6.19,-0.00622580898925662
2,6.2,-0.00609974842518568
2,6.21,-0.00520430458709598
