subj6_trial1,subj6_trial2,subj6_trial3,subj6_trial4,subj6_trial5,subj6_trial6,subj6_trial7,subj6_trial8,subj6_trial9,subj6_trial10,subj6_trial11,subj6_trial12,subj6_trial13,subj6_trial15,subj6_trial16,subj6_trial17,subj6_trial18,subj6_trial19,subj6_trial20,subj6_trial21,subj6_trial22,subj6_trial23,subj6_trial24,subj6_trial26,subj6_trial27,subj6_trial28,subj6_trial29,subj6_trial30,subj6_trial31,subj6_trial32,subj6_trial33
0.285218893319795,0.577156664699199,0.772853361978313,-11.5521641210048,-1.57829163525666,-11.2348696145288,-0.509237899427806,-0.272237228405399,5.07907842086558,4.83478568783501,-5.98448806998029,6.85651538154884,-7.39386649826426,8.16263882162161,-10.5634847308554,-0.0902718727663091,-11.6309626284027,0.246809234552513,1.64369525699877,2.00193004272345,1.5017010550448,-1.90319580745548,-3.17849875966784,-6.24742660673401,15.1897403206088,-1.19656375230994,6.36947210470068,0.120133236089163,-0.944751783837851,-5.79625417626025,-7.56866250631212
0.198988141328628,0.187813973376007,0.513265022898243,-10.6443222865284,-4.04278204107993,-9.23855728345764,-1.43387748232463,-0.174644303856773,1.94073362374096,5.30465994033245,-7.73710233406035,7.44011728435706,-5.91511687308707,5.81592709350442,-8.53510797633335,-0.0185552237441191,-11.3659370188649,0.566539954848655,1.51234797246672,1.21822492028882,1.59874955690901,-3.81582188131549,-1.59145156841238,-6.79251812759295,12.7595800381353,0.283155130541301,4.25882607380517,0.171844365095849,-2.68018792051162,-7.81634206432302,-5.21979143502554
0.12895379134022,-0.107011094027292,0.329266048863433,-9.56680493716361,-5.80442006077128,-7.43092357687111,-2.14132317378353,-0.0983960330005415,-0.684896083333336,5.48018157512407,-9.22112382525873,7.81785652890675,-4.60553574378856,3.55684976565088,-6.71273042586721,0.0296447598315271,-10.7920197814011,0.836239034762728,1.38314776191909,0.674488253448223,1.66605596094992,-5.52115388360094,-0.227125754480603,-6.92749081345107,10.5892026739853,1.55852391141021,2.47108851986722,0.210827391590764,-4.2715980266174,-9.50555273165116,-3.06606538204803
0.0741086408041015,-0.312733905810711,0.216881176697258,-8.34434104264494,-6.92263729118461,-5.80398503676328,-2.64861817739664,-0.0406764629613076,-2.83049158677889,5.38693602811609,-10.4498255538518,8.00674783668931,-3.4557896903318,1.39141795351731,-5.08678950646014,0.0582845030346788,-9.94469123249864,1.06119876096619,1.25646467046524,0.349958652370759,1.70574827878552,-7.02681178091359,0.927494196555774,-6.69500089172408,8.66535480177694,2.63826745311349,0.985442576956452,0.238062230899829,-5.72181466197354,-10.8788947755053,-1.10406855951219
0.033445487165941,-0.434769830286451,0.172135143221726,-7.00165957278136,-7.45686532924111,-4.3497582050219,-2.97280569679681,0.00133035914158829,-4.52873377311907,5.05050873522183,-11.436480530116,8.02380592917967,-2.45654529259124,-0.674357227495086,-3.64772264501045,0.0713204309471834,-8.8594316887368,1.24671142016321,1.13266874320122,0.223874727221111,1.71995452202497,-8.34041553986459,1.88542379917517,-6.13770459001139,6.9747829949696,3.53111061848159,-0.218928620963608,0.254528798349462,-7.03367038639868,-11.9513767930826,0.669614820416684
0.00595712789006791,-0.478534235707766,0.191052685265473,-5.56348949702213,-7.46653577153661,-3.06025962404833,-3.13092893542025,0.0304403861633736,-5.81230352838519,4.49648513232018,-12.194361764327,7.88604552793227,-1.59846913086945,-2.63446466171893,-2.38596726892298,0.0727089686132123,-7.5717214662507,1.39806929889987,1.01213002528744,0.275475088185291,1.71080270232022,-9.4695851270196,2.65967856761365,-5.29825813502456,5.50423382779011,4.24577827027854,-1.16284193941687,0.261207009263677,-8.20999775971008,-12.7380073818865,2.25840054573117
-0.00936363964539919,-0.449442490600269,0.269658539626488,-4.05455978647831,-7.01108021617012,-1.92750583387113,-3.14003109761147,0.0494695710767626,-6.71388174088193,3.75045065544911,-12.7367422667652,7.61048135413437,-0.872227783491311,-4.48289323471645,-1.29196080326264,0.0664065412509801,-6.11704088322732,1.52056468445263,0.895218561586997,0.483998345350767,1.68042083112544,-10.4219405091545,3.26327401722698,-4.21931775757696,4.24045387091956,4.79099527157519,-1.8671142462951,0.259076778977591,-9.25362934173135,-13.2537951380064,3.66570440369464
-0.0135240176783338,-0.3529099622764,0.403977443239296,-2.49959940485884,-6.14993025454514,-0.94351338508813,-3.01715538366929,0.0612338663311511,-7.26614928878757,2.8379907399381,-13.0768950476889,7.21412813060868,-0.268487837590769,-6.21363182657289,-0.356140683516994,0.0563695733034691,-4.53087024871406,1.61948986084454,0.782304398287256,0.828683109243957,1.63093692077572,-11.2051016521088,3.70922565838336,-2.94353967021131,3.17018971083279,5.17548648407578,-2.35256239894295,0.249118022776863,-10.1673976922578,-13.5137486638295,4.89494218481844
-0.00753121011221765,-0.194352023310644,0.59003413244619,-0.923337347978845,-4.94251750710632,-0.100298782453474,-2.77934501144032,0.0685492266457946,-7.50178709420306,1.78469082418959,-13.2280931174523,6.71400057308421,0.222084157906847,-7.82066934112948,0.431055700033996,0.0465544925761787,-2.84868991140065,1.70013712621018,0.673757575831676,1.28876798848737,1.56447897978532,-11.826688525783,4.01054902308425,-1.51358016471794,2.28018786550038,5.40797677541203,-2.64000330045249,0.232310656161677,-10.9541353712075,-13.5328765344269,5.94952966552614
0.00760758623289397,0.0208159761007019,0.823853346108089,0.649497524886364,-3.4482734707935,0.610121274316529,-2.44364312414477,0.0742315970867888,-7.45347589243692,0.616136333537374,-13.2036094860018,6.1271134274578,0.608821491584317,-9.29799458119904,1.07919076485337,0.0409177125746444,-1.10598005138759,1.76779871867125,0.569948159091162,1.84349159980038,1.48317503291753,-12.2943210828083,4.1802595513302,0.0279048041334982,1.55719514422482,5.49719098800763,-2.75025365936317,0.209634593719892,-11.6166749379766,-13.3261874410384,6.83288268215309
